ID;Correct_Word;Error_Word;Damerau-Lenventein_Distance;Correct_Word_Freq;Error_Word_ Freq;Correct_Word_Lenght;Error_Word_Lenght;Error_postion;Syllable_Error_position;Correct-word-syllables;correct_syllable;Error_Type;Real_World_Error;First-Letter;Last-Letter;Correct_Letter;Error_Letter;Mirror_correct_letter;Mirror_error_letter;Rotation_correct_letter;Rotation_error_letter;Fuzzy_correct_letters;Fuzzy_error_letter;Error_Phonetic_Feature;;;;;;;;;;;;;;;;;;;;;
975;aufgebaut;auf gebaut;1;17.900.000;33.000.000;9;10;-;-;-;-;split_in;NO;NO;NO;/;_;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
976;aufgebaut;aufgegbaut;1;17.900.000;12.6;9;10;6;2;2;CV;addition;NO;NO;NO;-;g;N;N;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
977;aufgebaut;aufgeebaut;1;17.900.000;374;9;10;5;2;2;CV;addition;NO;NO;NO;-;e;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
978;Rasen;rasen;1;16.000.000;16.000.000;5;5;1;1;1;CVCVC;capital_letter;NO;YES;NO;R;r;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
979;aufgestellt;auf gestllt;2;12.500.000;8.39;11;11;-;-;-;-;multierror;NO;NO;NO;"/;e";_;"N;N";N;"N;N";N;"N;N";N;-;;;;;;;;;;;;;;;;;;;;;
980;aufgestellt;auf gestellt;1;12.500.000;7.700.000;11;12;-;-;-;-;split_in;NO;NO;NO;/;_;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
981;aufgestellt;aufgestllt;1;12.500.000;2.16;11;10;8;3;3;CCVC;omission;NO;NO;NO;e;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
982;mehrere;mehre;2;126.000.000;483;7;5;-;-;-;-;multierror;NO;NO;YES;-;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
983;mehrere;mehrer;1;126.000.000;458;7;6;7;-;-;-;omission;NO;NO;NO;e;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
984;mehrere;mehree;1;126.000.000;8.66;7;6;6;-;-;-;omission;NO;NO;YES;r;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
985;ôberall;ôber al;2;68.300.000;88.300.000;7;7;-;-;-;-;multierror;NO;NO;YES;"/;l";_;"N;N";N;"N;N";N;"N;N";N;-;;;;;;;;;;;;;;;;;;;;;
986;ôberall;ôber all;1;68.300.000;342.000.000;7;8;-;-;-;-;split_in;NO;NO;NO;/;_;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
987;ôberall;ôberal;1;68.300.000;162;7;6;6;2;2;VCC;omission;NO;NO;YES;l;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
988;verteilen;ver teilen;1;13.800.000;50.300.000;9;10;-;-;-;-;split_in;NO;NO;NO;/;_;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
989;bekam;begam;1;25.200.000;13.2;5;5;3;2;2;CVC;substitution;NO;NO;NO;k;g;N;N;N;Y;N;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
990;einige;einegen;2;191.000.000;55.2;6;7;-;-;-;-;multierror;NO;NO;YES;"i;n";"e;n";"N;Y";"N;Y";"N;N";"N;N";"N;Y";"N;Y";-;;;;;;;;;;;;;;;;;;;;;
991;einige;einege;1;191.000.000;534;6;6;4;-;-;-;substitution;NO;NO;NO;i;e;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
992;einige;einigen;1;191.000.000;71.700.000;6;7;7;-;-;-;addition;YES;NO;YES;-;n;N;Y;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
993;endet;endtet;1;27.900.000;1.08;5;6;4;-;-;-;addition;NO;NO;NO;-;t;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
994;Pokale;Polkalen;2;422;58;6;8;-;-;-;-;multierror;NO;NO;NO;-;"l;n";N;"N;Y";N;"N;N";N;"N;Y";-;;;;;;;;;;;;;;;;;;;;;
995;Pokale;Polkale;1;422;471;6;7;3;1;1;CV;addition;NO;NO;NO;-;l;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
996;Pokale;Pokalen;1;422;232;6;7;7;2;2;CVCV;addition;YES;NO;YES;-;n;N;Y;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
997;Stra_enbahn;Strassenbahn;2;6.970.000;407;11;12;-;-;-;-;multierror;NO;NO;NO;_;"s;s";N;"N;N";N;"N;N";N;"N;N";-;;;;;;;;;;;;;;;;;;;;;
998;Stra_enbahn;Stras_enbahn;1;6.970.000;282;11;12;5;2;2;CVC;addition;NO;NO;NO;-;s;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
999;Stra_enbahn;Stra_senbahn;1;6.970.000;224;11;12;6;2;2;CVC;addition;NO;NO;NO;-;s;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
1000;Stra_enbahn;Strasenbahn;1;6.970.000;14.9;11;11;5;2;2;CVC;substitution;NO;NO;NO;_;s;N;N;N;N;N;N;__word;;;;;;;;;;;;;;;;;;;;;
1001;Stra_enbahn;Straenbahn;1;6.970.000;11.1;11;10;5;2;2;CVC;omission;NO;NO;NO;_;-;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
1002;ihm;ihn;1;161.000.000;218.000.000;3;3;3;1;1;VCC;substitution;YES;NO;YES;m;n;Y;Y;N;N;Y;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
1003;meinen;mein;2;90.200.000;439.000.000;6;4;-;-;-;-;multierror;YES;NO;YES;"e;n";-;"N;Y";N;"N;N";N;"N;Y";N;-;;;;;;;;;;;;;;;;;;;;;
1004;meinen;meine;1;90.200.000;146.000.000;6;5;6;-;-;-;omission;YES;NO;YES;n;-;Y;N;N;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
1005;meinen;meinn;1;90.200.000;35.1;6;5;5;-;-;-;omission;YES;NO;NO;e;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
1006;fôr;fôhr;1;2.540.000.000;556;3;4;3;1;1;CVC;addition;NO;NO;NO;- ;h;"N;N";N;"N;N";Y;"N;N";Y;-;;;;;;;;;;;;;;;;;;;;;
1007;unserem;unseren;1;95.900.000;96.400.000;7;7;7;-;-;-;substitution;YES;NO;YES;m;n;Y;Y;N;N;Y;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
1008;Vorfall;vorfall;1;7.380.000;7.380.000;7;7;1;1;1;CVC;capital_letter;NO;YES;NO;V;v;N;Y;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
1009;Stupsnase;Stubsnase;1;88.4;6.42;9;9;4;1;1;CCVCC;substitution;NO;NO;NO;p;b;Y;Y;Y;Y;Y;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
1010;ausstehen;austehen;1;476;18.7;9;8;3;1;1;VVC;omission;NO;NO;NO;s;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
1011;ôberschwemmt;ôberschwemt;1;501;1.82;12;11;10;2;2;CCCCVC;omission;NO;NO;NO;-;m;N;Y;N;N;N;Y;double_consonant;;;;;;;;;;;;;;;;;;;;;
1012;meisten;Meisten;1;9.210.000;9.210.000;7;7;1;1;1;CVVCCVC;no_capital_letter;NO;YES;NO;m;M;Y;N;N;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
1013;Schlaf;schlaf;1;1.700.000;1.700.000;6;6;1;1;1;CCCCVC;capital_letter;YES;YES;NO;S;s;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
1014;rissen;rie_en;2;365;341;6;6;-;-;-;-;multierror;NO;NO;NO;"s;s";e;"N;N";N;"N;N";N;"N;N";N;-;;;;;;;;;;;;;;;;;;;;;
1015;rissen;riessen;1;365;134;6;7;3;1;1;CVC;addition;NO;NO;NO;-;e;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
1016;rissen;ris_en;1;365;62;6;6;4;2;2;CVC;substitution;NO;NO;NO;s;_;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
1017;rissen;risen;1;365;555;6;5;3;1;1;CVC;omission;NO;NO;NO;s;-;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
1018;rissen;ri_sen;1;365;507;6;6;3;1;1;CVC;substitution;NO;NO;NO;s;_;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
1019;spôlen;spôllen;1;4.920.000;5.28;6;7;4;2;2;CVC;addition;NO;NO;NO;-;l;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
1020;rei_enden;rei_ender;1;431;109;9;9;9;-;-;-;substitution;YES;NO;YES;n;r;Y;N;N;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
1021;kaputt;kaput;1;21.100.000;453;6;5;5;2;2;CVCC;omission;NO;NO;YES;t;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
